plant_name,plant_code,region,state,fuel_types,primary_technology
Big Sand Draw Plant,60130,Northwest,WY,NG,Natural Gas Internal Combustion Engine
Boysen,505,Northwest,WY,WAT,Conventional Hydroelectric
Buffalo Bill,7317,Northwest,WY,WAT,Conventional Hydroelectric
Campbell Hill Windpower,57090,Northwest,WY,WND,Onshore Wind Turbine
Casper Wind Farm,57093,Northwest,WY,WND,Onshore Wind Turbine
Cedar Springs I,63914,Northwest,WY,WND,Onshore Wind Turbine
Cedar Springs II,63915,Northwest,WY,WND,Onshore Wind Turbine
Cedar Springs III,63916,Northwest,WY,WND,Onshore Wind Turbine
Cheyenne Prairie Generating Station,57703,Northwest,WY,NG,Multiple
Corriedale Wind Energy,63436,Northwest,WY,WND,Onshore Wind Turbine
Dave Johnston,4158,Northwest,WY,RC,Conventional Steam Coal
Dry Fork Station,56609,Northwest,WY,SUB,Conventional Steam Coal
Dunlap,57299,Northwest,WY,WND,Onshore Wind Turbine
Ekola Flats,62591,Northwest,WY,WND,Onshore Wind Turbine
Elk Basin Gasoline Plant,52127,Northwest,WY,OG,Other Gases
Fontenelle,4185,Northwest,WY,WAT,Conventional Hydroelectric
Foote Creek I,55607,Northwest,WY,WND,Onshore Wind Turbine
Fremont Canyon,4176,Northwest,WY,WAT,Conventional Hydroelectric
Garland Canal Power Plant,57551,Northwest,WY,WAT,Conventional Hydroelectric
General Chemical,54318,Northwest,WY,BIT,Conventional Steam Coal
Glendo,4177,Northwest,WY,WAT,Conventional Hydroelectric
Glenrock,56841,Northwest,WY,WND,Onshore Wind Turbine
Guernsey,4178,Northwest,WY,WAT,Conventional Hydroelectric
Happy Jack Windpower Project,56960,Northwest,WY,WND,Onshore Wind Turbine
Hartzog,8026,Northwest,WY,NG,Natural Gas Fired Combustion Turbine
Heart Mountain,6408,Northwest,WY,WAT,Conventional Hydroelectric
High Plains,57040,Northwest,WY,WND,Onshore Wind Turbine
Jim Bridger,8066,Northwest,WY,SUB,Conventional Steam Coal
Kortes,4180,Northwest,WY,WAT,Conventional Hydroelectric
Lake (WY),7039,Northwest,WY,DFO,Petroleum Liquids
Laramie River Station,6204,Northwest,WY,RC,Conventional Steam Coal
McFadden Ridge,57039,Northwest,WY,WND,Onshore Wind Turbine
Medicine Bow,692,Northwest,WY,WND,Onshore Wind Turbine
Mountain Wind Power II LLC,56753,Northwest,WY,WND,Onshore Wind Turbine
Mountain Wind Power LLC,56752,Northwest,WY,WND,Onshore Wind Turbine
Naughton,4162,Northwest,WY,"NG, SUB",Multiple
Neil Simpson Gas Turbine #2,55477,Northwest,WY,NG,Natural Gas Fired Combustion Turbine
Neil Simpson II,7504,Northwest,WY,"NG, SUB",Multiple
Old Faithful,2196,Northwest,WY,DFO,Petroleum Liquids
Pilot Butte,674,Northwest,WY,WAT,Conventional Hydroelectric
"Pioneer Wind Park, LLC",60259,Northwest,WY,WND,Onshore Wind Turbine
Rock River I LLC,55740,Northwest,WY,WND,Onshore Wind Turbine
Rolling Hills,56842,Northwest,WY,WND,Onshore Wind Turbine
Roundhouse Wind Energy Project,63133,Northwest,WY,WND,Onshore Wind Turbine
Seminoe,4182,Northwest,WY,WAT,Conventional Hydroelectric
Seven Mile Hill,56843,Northwest,WY,WND,Onshore Wind Turbine
Shoshone (WY),4183,Northwest,WY,WAT,Conventional Hydroelectric
Shute Creek Facility,56312,Northwest,WY,NG,Natural Gas Fired Combustion Turbine
Silver Sage Windpower,57091,Northwest,WY,WND,Onshore Wind Turbine
Simplot Phosphates,54472,Northwest,WY,OTH,All Other
Sinclair Oil Refinery,54374,Northwest,WY,"DFO, OG",Multiple
Spirit Mountain,7541,Northwest,WY,WAT,Conventional Hydroelectric
Strawberry Creek,6393,Northwest,WY,WAT,Conventional Hydroelectric
Sweetwater Solar,61369,Northwest,WY,SUN,Solar Photovoltaic
Swift Creek,6394,Northwest,WY,WAT,Conventional Hydroelectric
TB Flats,62516,Northwest,WY,WND,Onshore Wind Turbine
Top of the World Windpower Project,57327,Northwest,WY,WND,Onshore Wind Turbine
TransAlta Wyoming Wind,56093,Northwest,WY,WND,Onshore Wind Turbine
Wygen 1,55479,Northwest,WY,SUB,Conventional Steam Coal
Wygen 2,56319,Northwest,WY,SUB,Conventional Steam Coal
Wygen III,56596,Northwest,WY,SUB,Conventional Steam Coal
Wyodak,6101,Northwest,WY,SUB,Conventional Steam Coal
Alexander,4060,Midwest,WI,WAT,Conventional Hydroelectric
Alliant Energy Neenah,55135,Midwest,WI,NG,Natural Gas Fired Combustion Turbine
Ameresco Janesville,56427,Midwest,WI,LFG,Landfill Gas
Apple River,6231,Midwest,WI,WAT,Conventional Hydroelectric
Appleton,4043,Midwest,WI,WAT,Conventional Hydroelectric
Arcadia Electric,4100,Midwest,WI,"DFO, NG",Multiple
Arcadia Solar,62744,Midwest,WI,SUN,Solar Photovoltaic
Argyle,7810,Midwest,WI,DFO,Petroleum Liquids
Arpin Dam,3995,Midwest,WI,WAT,Conventional Hydroelectric
Badger Hollow I,62955,Midwest,WI,SUN,Solar Photovoltaic
Barron,4102,Midwest,WI,"DFO, WAT",Multiple
Barron Solar Array,64969,Midwest,WI,SUN,Solar Photovoltaic
Bay Front,3982,Midwest,WI,"NG, WDS",Multiple
Bear Creek,65009,Midwest,WI,SUN,Solar Photovoltaic
Beloit Memorial Hospital Power Plant,62117,Midwest,WI,NG,Natural Gas Internal Combustion Engine
Berlin Landfill Gas,56069,Midwest,WI,LFG,Landfill Gas
Big Falls,3983,Midwest,WI,WAT,Conventional Hydroelectric
Biron,3971,Midwest,WI,WAT,Conventional Hydroelectric
Biron Mill,10234,Midwest,WI,"BIT, NG, SUB",Multiple
Blount Street,3992,Midwest,WI,NG,Natural Gas Steam Turbine
"Blue Prairie Solar, LLC",64698,Midwest,WI,SUN,Solar Photovoltaic
Blue Sky Green Field Wind Project,56391,Midwest,WI,WND,Onshore Wind Turbine
Brule,1775,Midwest,WI,WAT,Conventional Hydroelectric
Butler Ridge,56647,Midwest,WI,WND,Onshore Wind Turbine
Caldron Falls,4061,Midwest,WI,WAT,Conventional Hydroelectric
Capitol Heat and Power,54406,Midwest,WI,DFO,Petroleum Liquids
Cashton,4107,Midwest,WI,"DFO, NG",Multiple
Cashton Greens Wind Farm,57968,Midwest,WI,WND,Onshore Wind Turbine
Cashton Solar,62858,Midwest,WI,SUN,Solar Photovoltaic
Castle Rock,4079,Midwest,WI,WAT,Conventional Hydroelectric
Cedar Falls (WI),3998,Midwest,WI,WAT,Conventional Hydroelectric
Cedar Ridge,56347,Midwest,WI,WND,Onshore Wind Turbine
Chippewa Falls,4000,Midwest,WI,WAT,Conventional Hydroelectric
City of Sheboygan Solar,65680,Midwest,WI,SUN,Solar Photovoltaic
Clam River Dam,4018,Midwest,WI,WAT,Conventional Hydroelectric
Columbia (WI),8023,Midwest,WI,"RC, SUB",Conventional Steam Coal
Combined Locks,4201,Midwest,WI,WAT,Conventional Hydroelectric
Combined Locks Energy Center,55558,Midwest,WI,NG,Natural Gas Fired Combined Cycle
Concord,7159,Midwest,WI,NG,Natural Gas Fired Combustion Turbine
Conrath DPC Solar,60889,Midwest,WI,SUN,Solar Photovoltaic
Consumer Operations LLC,10360,Midwest,WI,NG,Natural Gas Steam Turbine
Cornell,6086,Midwest,WI,WAT,Conventional Hydroelectric
Cumberland (WI),4112,Midwest,WI,"DFO, NG",Multiple
Cumberland Solar,62849,Midwest,WI,SUN,Solar Photovoltaic
Custer Energy Center,7795,Midwest,WI,NG,Natural Gas Fired Combustion Turbine
Dairyland WTE Plant,59810,Midwest,WI,OBG,Other Waste Biomass
Danbury Dam,4019,Midwest,WI,WAT,Conventional Hydroelectric
Danbury Diesel,55998,Midwest,WI,DFO,Petroleum Liquids
Dane County Airport Solar,64080,Midwest,WI,SUN,Solar Photovoltaic
De Pere Energy Center,55029,Midwest,WI,NG,Natural Gas Fired Combustion Turbine
Deertrack Park Gas Recovery,56520,Midwest,WI,LFG,Landfill Gas
Dells,4002,Midwest,WI,WAT,Conventional Hydroelectric
Diesel Generators,56070,Midwest,WI,DFO,Petroleum Liquids
Domtar Paper Company Rothschild,50190,Midwest,WI,WAT,Conventional Hydroelectric
Downsville DPC Solar,60892,Midwest,WI,SUN,Solar Photovoltaic
Du Bay,3972,Midwest,WI,WAT,Conventional Hydroelectric
ENGIE 2020 ProjectCo-WI1 LLC,65659,Midwest,WI,SUN,Solar Photovoltaic
Edgewater,4050,Midwest,WI,SUB,Conventional Steam Coal
Elk Mound,7863,Midwest,WI,NG,Natural Gas Fired Combustion Turbine
Elm Road Generating Station,56068,Midwest,WI,RC,Conventional Steam Coal
Elroy,4113,Midwest,WI,DFO,Petroleum Liquids
Elroy Solar,62868,Midwest,WI,SUN,Solar Photovoltaic
Epic Verona,62676,Midwest,WI,"DFO, SUN",Multiple
FCPC Renewable Generation,59931,Midwest,WI,OBG,Other Waste Biomass
Fennimore,4114,Midwest,WI,DFO,Petroleum Liquids
Fennimore Solar,62847,Midwest,WI,SUN,Solar Photovoltaic
"Fiber Recovery, Inc.",61652,Midwest,WI,LFG,Landfill Gas
Fitchburg,3991,Midwest,WI,NG,Natural Gas Fired Combustion Turbine
Flambeau Crowley Rapids Project,55684,Midwest,WI,WAT,Conventional Hydroelectric
Flambeau Hydroelectric Station,4142,Midwest,WI,WAT,Conventional Hydroelectric
Flambeau Lower Project,55685,Midwest,WI,WAT,Conventional Hydroelectric
Flambeau Solar Partners,61595,Midwest,WI,SUN,Solar Photovoltaic
Forward Wind Energy Center,56942,Midwest,WI,WND,Onshore Wind Turbine
Fox Energy Center,56031,Midwest,WI,NG,Natural Gas Fired Combined Cycle
Frederic Diesel,4020,Midwest,WI,DFO,Petroleum Liquids
French Island,4005,Midwest,WI,"DFO, WDS",Multiple
Galactic Wind,62161,Midwest,WI,WND,Onshore Wind Turbine
Georgia-Pacific Corp - Nekoosa Mill,50395,Midwest,WI,"BLQ, NG, WAT",Multiple
Germantown,6253,Midwest,WI,"DFO, NG",Multiple
Glacier Hills,57199,Midwest,WI,WND,Onshore Wind Turbine
Gordon,3976,Midwest,WI,DFO,Petroleum Liquids
Grandfather Falls,4063,Midwest,WI,WAT,Conventional Hydroelectric
Grantsburg Diesel,4021,Midwest,WI,DFO,Petroleum Liquids
HQC Rock River Solar Power Gen Station,60573,Midwest,WI,SUN,Solar Photovoltaic
Hat Rapids,4064,Midwest,WI,WAT,Conventional Hydroelectric
Hermsdorf Solar,64780,Midwest,WI,SUN,Solar Photovoltaic
High Falls (WI),4065,Midwest,WI,WAT,Conventional Hydroelectric
Hodag Solar,65968,Midwest,WI,SUN,Solar Photovoltaic
Holcombe,4007,Midwest,WI,WAT,Conventional Hydroelectric
IKEA Oak Creek Rooftop PV System,61816,Midwest,WI,SUN,Solar Photovoltaic
Island Street Peaking Plant,55836,Midwest,WI,NG,Natural Gas Fired Combustion Turbine
Jefferson Solar Park,59771,Midwest,WI,SUN,Solar Photovoltaic
Jim Falls,4008,Midwest,WI,WAT,Conventional Hydroelectric
John P Madgett,4271,Midwest,WI,SUB,Conventional Steam Coal
Johnson Falls,4067,Midwest,WI,WAT,Conventional Hydroelectric
Kaukauna City Hydro,7822,Midwest,WI,WAT,Conventional Hydroelectric
Kaukauna Gas Turbine,4118,Midwest,WI,NG,Natural Gas Fired Combustion Turbine
Kaukauna Paper Mill,54098,Midwest,WI,"BIT, BLQ",Multiple
Kilbourn,4053,Midwest,WI,WAT,Conventional Hydroelectric
Kimberly Mill,54885,Midwest,WI,WAT,Conventional Hydroelectric
Kohler Solar,65681,Midwest,WI,SUN,Solar Photovoltaic
LAC Courte Oreilles Hydroelect,10453,Midwest,WI,WAT,Conventional Hydroelectric
LSP-Whitewater LP,55011,Midwest,WI,NG,Natural Gas Fired Combined Cycle
La Farge,4124,Midwest,WI,DFO,Petroleum Liquids
Ladysmith Dam,3986,Midwest,WI,WAT,Conventional Hydroelectric
Lafayette DPC Solar,60888,Midwest,WI,SUN,Solar Photovoltaic
Liberty Pole DPC Solar,60891,Midwest,WI,SUN,Solar Photovoltaic
Little Chute,4119,Midwest,WI,WAT,Conventional Hydroelectric
Little Quinnesec Falls Hydro Project,57190,Midwest,WI,WAT,Conventional Hydroelectric
MMSD Jones Island Wastewater,54851,Midwest,WI,"LFG, NG",Multiple
MMSD South Shore Wastewater,55525,Midwest,WI,OBG,Other Waste Biomass
Manitowoc,4125,Midwest,WI,"PC, WDS",Multiple
Marshfield Utilities Gas Plant,56480,Midwest,WI,NG,Natural Gas Fired Combustion Turbine
Medford DPC Solar,60894,Midwest,WI,SUN,Solar Photovoltaic
Menomonie,4009,Midwest,WI,WAT,Conventional Hydroelectric
Merrill,4068,Midwest,WI,WAT,Conventional Hydroelectric
Metro Gas Recovery,50576,Midwest,WI,LFG,Landfill Gas
Middleton Airport Solar,62731,Midwest,WI,SUN,Solar Photovoltaic
"Middleton Biogas Solar, LLC",66048,Midwest,WI,SUN,Solar Photovoltaic
Montfort Wind Energy Center,55742,Midwest,WI,WND,Onshore Wind Turbine
Mosinee Mill,50614,Midwest,WI,"BLQ, WAT",Multiple
Mt. Hope DPC Solar,60893,Midwest,WI,SUN,Solar Photovoltaic
New Auburn DPC Solar,60936,Midwest,WI,SUN,Solar Photovoltaic
New Badger,4120,Midwest,WI,WAT,Conventional Hydroelectric
New Lisbon,4130,Midwest,WI,DFO,Petroleum Liquids
New Lisbon Solar,62848,Midwest,WI,SUN,Solar Photovoltaic
Nine Springs,9674,Midwest,WI,NG,Natural Gas Fired Combustion Turbine
North Rock,65010,Midwest,WI,SUN,Solar Photovoltaic
O'Brien Solar Fields,64590,Midwest,WI,SUN,Solar Photovoltaic
Oconto Falls Lower,50439,Midwest,WI,WAT,Conventional Hydroelectric
Oconto Falls Upper,4044,Midwest,WI,WAT,Conventional Hydroelectric
Omega Hills Gas Recovery,50577,Midwest,WI,LFG,Landfill Gas
Onalaska Campus Landfill Biogas,57824,Midwest,WI,LFG,Landfill Gas
Packaging of America Tomahawk Mill,50476,Midwest,WI,"WAT, WDS",Multiple
Paris (WI),7270,Midwest,WI,NG,Natural Gas Fired Combustion Turbine
Park Mill,50408,Midwest,WI,WAT,Conventional Hydroelectric
Petenwell,4080,Midwest,WI,WAT,Conventional Hydroelectric
Pheasant Run Landfill Gas Recovery,54661,Midwest,WI,LFG,Landfill Gas
Pine,4045,Midwest,WI,WAT,Conventional Hydroelectric
Point Beach Nuclear Plant,4046,Midwest,WI,"DFO, NUC",Multiple
Point Beach Solar,64431,Midwest,WI,SUN,Solar Photovoltaic
Port Edwards Mill,54103,Midwest,WI,WAT,Conventional Hydroelectric
Port Washington Generating Station,4040,Midwest,WI,NG,Natural Gas Fired Combined Cycle
Portage Industrial Battery,65530,Midwest,WI,MWH,Batteries
Potato Rapids,4071,Midwest,WI,WAT,Conventional Hydroelectric
Prairie Du Sac,4056,Midwest,WI,WAT,Conventional Hydroelectric
Pulliam,4072,Midwest,WI,NG,Natural Gas Fired Combustion Turbine
Quilt Block Wind Farm LLC,57116,Midwest,WI,WND,Onshore Wind Turbine
Rapide Croche,4122,Midwest,WI,WAT,Conventional Hydroelectric
Rhinelander Mill,50933,Midwest,WI,"BIT, NG, WAT",Multiple
Rice Lake Solar Array,64714,Midwest,WI,SUN,Solar Photovoltaic
Richland Center Renewable Energy LLC,58834,Midwest,WI,OBG,Other Waste Biomass
Ridgeview,55925,Midwest,WI,LFG,Landfill Gas
Riverside Energy Center,55641,Midwest,WI,NG,Natural Gas Fired Combined Cycle
RockGen Energy Center,55391,Midwest,WI,NG,Natural Gas Fired Combustion Turbine
Rothschild Biomass Cogen Facility,58124,Midwest,WI,WDS,Wood/Wood Waste Biomass
Sand Lake DPC Solar,60957,Midwest,WI,SUN,Solar Photovoltaic
Sandstone Rapids,4074,Midwest,WI,WAT,Conventional Hydroelectric
Sauk DPC Solar,60887,Midwest,WI,SUN,Solar Photovoltaic
Saxon Falls,1756,Midwest,WI,WAT,Conventional Hydroelectric
Shamrock Solar LLC,65087,Midwest,WI,SUN,Solar Photovoltaic
Sheboygan Falls,56166,Midwest,WI,NG,Natural Gas Fired Combustion Turbine
Shirley Wind,57553,Midwest,WI,WND,Onshore Wind Turbine
Solon Diesel,7058,Midwest,WI,DFO,Petroleum Liquids
South Fond Du Lac,7203,Midwest,WI,NG,Natural Gas Fired Combustion Turbine
South Oak Creek,4041,Midwest,WI,RC,Conventional Steam Coal
Spooner Solar Array,64976,Midwest,WI,SUN,Solar Photovoltaic
St Croix Falls,4011,Midwest,WI,WAT,Conventional Hydroelectric
Stevens Point,3973,Midwest,WI,WAT,Conventional Hydroelectric
Stevens Point Mill,55861,Midwest,WI,NG,Natural Gas Steam Turbine
Stiles,4147,Midwest,WI,WAT,Conventional Hydroelectric
Strobus,64862,Midwest,WI,SUN,Solar Photovoltaic
Stromland Solar,65088,Midwest,WI,SUN,Solar Photovoltaic
Sycamore (WI),3993,Midwest,WI,NG,Natural Gas Fired Combustion Turbine
Thornapple,3988,Midwest,WI,WAT,Conventional Hydroelectric
Timberline Trail Gas Recovery,56525,Midwest,WI,LFG,Landfill Gas
Tomahawk,4075,Midwest,WI,WAT,Conventional Hydroelectric
Trego,4012,Midwest,WI,WAT,Conventional Hydroelectric
Twin Falls (WI),59836,Midwest,WI,WAT,Conventional Hydroelectric
Two Creeks Solar,63105,Midwest,WI,SUN,Solar Photovoltaic
UW Madison Charter Street Plant,54408,Midwest,WI,"DFO, NG",Multiple
Valley (WI),4042,Midwest,WI,"DFO, NG",Multiple
Viola,4139,Midwest,WI,DFO,Petroleum Liquids
Viresco Turtle Lake,58747,Midwest,WI,OBG,Other Waste Biomass
Warren DPC Solar,60890,Midwest,WI,SUN,Solar Photovoltaic
Washington Island,4148,Midwest,WI,DFO,Petroleum Liquids
Waupun Correctional Central Heating Plt,54407,Midwest,WI,"DFO, NG",Multiple
Wausau,4077,Midwest,WI,WAT,Conventional Hydroelectric
Waxdale,59448,Midwest,WI,"LFG, NG, WND",Multiple
West Campus Cogeneration Facility,7991,Midwest,WI,NG,Natural Gas Fired Combined Cycle
West Marinette,4076,Midwest,WI,NG,Natural Gas Fired Combustion Turbine
West Marinette 34,7799,Midwest,WI,NG,Natural Gas Fired Combustion Turbine
West Riverside Energy Center,64020,Midwest,WI,"NG, SUN",Multiple
Weston,4078,Midwest,WI,"NG, RC",Multiple
Wheaton,4014,Midwest,WI,"DFO, NG",Multiple
Whistling Winds DPC Solar,60895,Midwest,WI,SUN,Solar Photovoltaic
White River (WI),3989,Midwest,WI,WAT,Conventional Hydroelectric
Whiting,3975,Midwest,WI,WAT,Conventional Hydroelectric
Wind Turbine,7886,Midwest,WI,WND,Onshore Wind Turbine
Winnebago County Landfill Gas,50936,Midwest,WI,LFG,Landfill Gas
Winter,8013,Midwest,WI,DFO,Petroleum Liquids
Wisconsin Rapids,3974,Midwest,WI,WAT,Conventional Hydroelectric
Wisconsin Rapids Pulp Mill,10477,Midwest,WI,BLQ,Wood/Wood Waste Biomass
Wissota,4015,Midwest,WI,WAT,Conventional Hydroelectric
Wood County,65011,Midwest,WI,SUN,Solar Photovoltaic
Alexander Wind Farm LLC,58666,Central,KS,WND,Onshore Wind Turbine
Anthony,1258,Central,KS,DFO,Petroleum Liquids
Arkalon Ethanol LLC,58192,Central,KS,NG,Natural Gas Steam Turbine
Ashland,1259,Central,KS,"DFO, NG",Multiple
Augusta Electric Plant No 1,1261,Central,KS,"DFO, NG",Multiple
Augusta Electric Plant No 2,6791,Central,KS,NG,Natural Gas Internal Combustion Engine
BPU Solar Farm,61313,Central,KS,SUN,Solar Photovoltaic
Baldwin City Plant No 1,1262,Central,KS,DFO,Petroleum Liquids
Baldwin City Plant No 2,8020,Central,KS,NG,Natural Gas Internal Combustion Engine
Belleville,1263,Central,KS,"DFO, NG",Multiple
Beloit,1264,Central,KS,DFO,Petroleum Liquids
Beloit Solar LLC,65391,Central,KS,SUN,Solar Photovoltaic
Bird City,1224,Central,KS,DFO,Petroleum Liquids
Bloom Wind,59888,Central,KS,WND,Onshore Wind Turbine
Bonanza BioEnergy LLC,58193,Central,KS,NG,Natural Gas Steam Turbine
Buckeye Wind Energy Center,58767,Central,KS,WND,Onshore Wind Turbine
Buffalo Dunes Wind Project,58474,Central,KS,WND,Onshore Wind Turbine
Burlingame,1265,Central,KS,NG,Natural Gas Internal Combustion Engine
Burlington (KS),1266,Central,KS,"DFO, NG",Multiple
CML&P Generating Facility No. 2,59726,Central,KS,NG,Natural Gas Internal Combustion Engine
Caney River Wind Project,57858,Central,KS,WND,Onshore Wind Turbine
"Cedar Bluff Wind, LLC",60069,Central,KS,WND,Onshore Wind Turbine
Central Plains Wind Farm,56818,Central,KS,WND,Onshore Wind Turbine
Chanute 2,1268,Central,KS,NG,Multiple
Chanute 3,7018,Central,KS,"DFO, NG",Multiple
Cimarron Bend III,64074,Central,KS,WND,Onshore Wind Turbine
"Cimarron Bend Wind Project I, LLC",60687,Central,KS,WND,Onshore Wind Turbine
"Cimarron Bend Wind Project II, LLC",60688,Central,KS,WND,Onshore Wind Turbine
Cimarron River,1230,Central,KS,NG,Multiple
Cimarron Wind Energy LLC,57762,Central,KS,WND,Onshore Wind Turbine
Cimarron Windpower II,57663,Central,KS,WND,Onshore Wind Turbine
City of Pratt Solar,62931,Central,KS,SUN,Solar Photovoltaic
Clay Center,1270,Central,KS,NG,Multiple
Clifton,8037,Central,KS,"DFO, NG",Multiple
Cloud County Wind Farm,56784,Central,KS,WND,Onshore Wind Turbine
Coffeyville,1271,Central,KS,"DFO, NG",Multiple
Colby,1225,Central,KS,NG,Natural Gas Fired Combustion Turbine
Colby City of,1272,Central,KS,DFO,Petroleum Liquids
Corvias - Fort Riley II,65804,Central,KS,SUN,Solar Photovoltaic
"Diamond Vista Wind Project, LLC",61789,Central,KS,WND,Onshore Wind Turbine
East 12th Street,7013,Central,KS,"DFO, NG",Multiple
"East Fork Wind Project, LLC",62220,Central,KS,WND,Onshore Wind Turbine
"East Kansas Agri-Energy, LLC",59383,Central,KS,WH,All Other
El Dorado Refinery,58075,Central,KS,NG,Natural Gas Fired Combustion Turbine
Elk River Wind,56303,Central,KS,WND,Onshore Wind Turbine
Ellinwood,1274,Central,KS,DFO,Petroleum Liquids
Emporia Energy Center,56502,Central,KS,NG,Natural Gas Fired Combustion Turbine
Ensign Wind LLC,58137,Central,KS,WND,Onshore Wind Turbine
Erie,1276,Central,KS,DFO,Petroleum Liquids
Erie Energy Center,7766,Central,KS,DFO,Petroleum Liquids
Flat Ridge 2 Wind Energy LLC,57787,Central,KS,WND,Onshore Wind Turbine
Flat Ridge 3,64407,Central,KS,WND,Onshore Wind Turbine
Flat Ridge Wind Energy LLC,56879,Central,KS,WND,Onshore Wind Turbine
Flat Ridge Wind Farm,56819,Central,KS,WND,Onshore Wind Turbine
Fort Dodge,1233,Central,KS,NG,Natural Gas Steam Turbine
Fort Hays State University Wind Farm,61540,Central,KS,WND,Onshore Wind Turbine
Garden City,1336,Central,KS,NG,Multiple
Gardner Energy Center,7281,Central,KS,NG,Natural Gas Fired Combustion Turbine
Garnett Municipal,1278,Central,KS,DFO,Petroleum Liquids
Girard,1279,Central,KS,DFO,Petroleum Liquids
Goodland,1280,Central,KS,"DFO, NG",Multiple
Goodman Energy Center,56497,Central,KS,NG,Natural Gas Internal Combustion Engine
Gordon Evans Energy Center,1240,Central,KS,"DFO, NG",Multiple
Gray County Wind Energy,55734,Central,KS,WND,Onshore Wind Turbine
Great Bend - Sunflower,1235,Central,KS,NG,Natural Gas Steam Turbine
Greensburg,57118,Central,KS,WND,Onshore Wind Turbine
Herington,1283,Central,KS,DFO,Petroleum Liquids
Hill City,1285,Central,KS,DFO,Petroleum Liquids
Hoisington,1286,Central,KS,"DFO, NG",Multiple
Holcomb,108,Central,KS,SUB,Conventional Steam Coal
Holton,1287,Central,KS,"DFO, NG",Multiple
Hugoton 2,7011,Central,KS,"DFO, NG",Multiple
Hutchinson Energy Center,1248,Central,KS,"DFO, NG",Multiple
Iola,1291,Central,KS,"DFO, NG",Multiple
Irish Creek Wind,64138,Central,KS,WND,Onshore Wind Turbine
Iron Star Wind Project,64003,Central,KS,WND,Onshore Wind Turbine
Ironwood Wind,57639,Central,KS,WND,Onshore Wind Turbine
Jameson Energy Center,59045,Central,KS,NG,Natural Gas Internal Combustion Engine
Jayhawk Wind Energy Center,65129,Central,KS,WND,Onshore Wind Turbine
