plant_name,plant_code,region,state,fuel_types,primary_technology
"Hyacinth Solar, LLC",63312,Midwest,MN,SUN,Solar Photovoltaic
"Hydra Community Solar Garden, LLC (CSG)",63629,Midwest,MN,SUN,Solar Photovoltaic
IBM West,56269,Midwest,MN,DFO,Petroleum Liquids
International Falls Power,10487,Midwest,MN,WAT,Conventional Hydroelectric
Inver Hills,1913,Midwest,MN,"DFO, NG",Multiple
"Iris Solar, LLC (MN)",63319,Midwest,MN,SUN,Solar Photovoltaic
Jack River LLC,55565,Midwest,MN,WND,Onshore Wind Turbine
Janesville,1982,Midwest,MN,DFO,Petroleum Liquids
Jeffers Wind 20 LLC,56750,Midwest,MN,WND,Onshore Wind Turbine
Jessica Mills LLC,55564,Midwest,MN,WND,Onshore Wind Turbine
Johnson 1 Community Solar,61686,Midwest,MN,SUN,Solar Photovoltaic
Johnson CSG 1,64991,Midwest,MN,SUN,Solar Photovoltaic
Johnson II Community Solar,61695,Midwest,MN,SUN,Solar Photovoltaic
Johnson Solar CSG,61380,Midwest,MN,SUN,Solar Photovoltaic
Julia Hills LLC,55563,Midwest,MN,WND,Onshore Wind Turbine
K-Brink Windfarm LLC,56206,Midwest,MN,WND,Onshore Wind Turbine
Kas Brothers Windfarm,55809,Midwest,MN,WND,Onshore Wind Turbine
Kaus Community Solar,61716,Midwest,MN,SUN,Solar Photovoltaic
Kenyon Municipal,1983,Midwest,MN,DFO,Petroleum Liquids
"Kerria Solar, LLC",63315,Midwest,MN,SUN,Solar Photovoltaic
Knife Falls,1895,Midwest,MN,WAT,Conventional Hydroelectric
Koda Biomass Plant,57119,Midwest,MN,AB,Other Waste Biomass
Koppelman Sun CSG,61381,Midwest,MN,SUN,Solar Photovoltaic
Kramer Solar CSG,61058,Midwest,MN,SUN,Solar Photovoltaic
Krause CSG,61506,Midwest,MN,SUN,Solar Photovoltaic
LSP-Cottage Grove LP,55010,Midwest,MN,NG,Natural Gas Fired Combined Cycle
Lady Slipper Solar Array CSG,62414,Midwest,MN,SUN,Solar Photovoltaic
"Lahr 1, LLC",61203,Midwest,MN,SUN,Solar Photovoltaic
Lake Benton I,55208,Midwest,MN,WND,Onshore Wind Turbine
Lake Benton II,55265,Midwest,MN,WND,Onshore Wind Turbine
Lake Crystal,1985,Midwest,MN,DFO,Petroleum Liquids
Lake Emily Solar,60526,Midwest,MN,SUN,Solar Photovoltaic
Lake Pulaski Solar,60527,Midwest,MN,SUN,Solar Photovoltaic
"Lake Region Community Hybrid, LLC",62442,Midwest,MN,"SUN, WND",Multiple
Lake Waconia Community Solar Garden,61572,Midwest,MN,SUN,Solar Photovoltaic
Lake Waconia IV Community Solar Garden,61573,Midwest,MN,SUN,Solar Photovoltaic
Lakefield Junction,7925,Midwest,MN,"DFO, NG",Multiple
Lakefield Utilities,7415,Midwest,MN,DFO,Petroleum Liquids
Lakefield Wind Project LLC,57374,Midwest,MN,WND,Onshore Wind Turbine
Lakeswind Power Partners,58836,Midwest,MN,WND,Onshore Wind Turbine
Lakota Ridge LLC,55353,Midwest,MN,WND,Onshore Wind Turbine
Lanesboro,1987,Midwest,MN,"DFO, WAT",Multiple
Lange Solar,63543,Midwest,MN,SUN,Solar Photovoltaic
"Lantana Solar, LLC",63311,Midwest,MN,SUN,Solar Photovoltaic
Laurel Village (CSG),63679,Midwest,MN,SUN,Solar Photovoltaic
Lawrence Creek Solar,60528,Midwest,MN,SUN,Solar Photovoltaic
"LeSun CSG, LLC",61544,Midwest,MN,SUN,Solar Photovoltaic
Lemond Solar,61072,Midwest,MN,SUN,Solar Photovoltaic
Leo Community Solar,61713,Midwest,MN,SUN,Solar Photovoltaic
Leven Garden Solar,63425,Midwest,MN,SUN,Solar Photovoltaic
Libra Community Solar,61709,Midwest,MN,SUN,Solar Photovoltaic
Lincoln Heights I,63432,Midwest,MN,WND,Onshore Wind Turbine
Lincoln Heights II,63433,Midwest,MN,WND,Onshore Wind Turbine
Lind Solar CSG,60966,Midwest,MN,SUN,Solar Photovoltaic
Linden 01 CSG,63179,Midwest,MN,SUN,Solar Photovoltaic
Linden 02 CSG,63182,Midwest,MN,SUN,Solar Photovoltaic
Linden 03 CSG,63183,Midwest,MN,SUN,Solar Photovoltaic
Lindstrom Solar CSG,61382,Midwest,MN,SUN,Solar Photovoltaic
Litchfield,1989,Midwest,MN,DFO,Petroleum Liquids
Little Falls (MN),1896,Midwest,MN,WAT,Conventional Hydroelectric
Loon Garden,63397,Midwest,MN,SUN,Solar Photovoltaic
"Lowry CSG2, LLC",63595,Midwest,MN,SUN,Solar Photovoltaic
Lucky Wind,56412,Midwest,MN,WND,Onshore Wind Turbine
Luverne,1990,Midwest,MN,DFO,Petroleum Liquids
Lyman Garden,63937,Midwest,MN,SUN,Solar Photovoltaic
Lyra Community Solar,61182,Midwest,MN,SUN,Solar Photovoltaic
M L Hibbard,1897,Midwest,MN,WDS,Wood/Wood Waste Biomass
MN CSG 2019-16 LLC,65003,Midwest,MN,SUN,Solar Photovoltaic
MN CSG 2019-38 DE LLC,65632,Midwest,MN,SUN,Solar Photovoltaic
MNDOT Standby Generation,55824,Midwest,MN,DFO,Petroleum Liquids
MP CSG 1 LLC,66003,Midwest,MN,SUN,Solar Photovoltaic
MSC-Chisago01 LLC CSG,62536,Midwest,MN,SUN,Solar Photovoltaic
MSC-Chisago02 LLC,62538,Midwest,MN,SUN,Solar Photovoltaic
"MSC-Empire01, LLC",62740,Midwest,MN,SUN,Solar Photovoltaic
MSC-GreyCloud01 Community Solar,62143,Midwest,MN,SUN,Solar Photovoltaic
MSC-Rice01 LLC CSG,62537,Midwest,MN,SUN,Solar Photovoltaic
MSC-Scandia01 CSG,62144,Midwest,MN,SUN,Solar Photovoltaic
MSC-Scott01 LLC,62535,Midwest,MN,SUN,Solar Photovoltaic
Madelia,30,Midwest,MN,DFO,Petroleum Liquids
Malmedal Solar Garden,63453,Midwest,MN,SUN,Solar Photovoltaic
Mankato Energy Center,56104,Midwest,MN,NG,Natural Gas Fired Combined Cycle
Maple Lake,2042,Midwest,MN,DFO,Petroleum Liquids
Mapleton Community Solar,60941,Midwest,MN,SUN,Solar Photovoltaic
"Marigold Community Solar Garden, LLC",63308,Midwest,MN,SUN,Solar Photovoltaic
Marion Garden,63935,Midwest,MN,SUN,Solar Photovoltaic
Marmas Solar CSG,61139,Midwest,MN,SUN,Solar Photovoltaic
Marshall (MN),1993,Midwest,MN,DFO,Petroleum Liquids
Marshall Solar Energy Project,59875,Midwest,MN,SUN,Solar Photovoltaic
Marshall Wind 1 LLC,56840,Midwest,MN,WND,Onshore Wind Turbine
Marshall Wind 2 LLC,56824,Midwest,MN,WND,Onshore Wind Turbine
Marshall Wind 3 LLC,56825,Midwest,MN,WND,Onshore Wind Turbine
Marshall Wind 4 LLC,56826,Midwest,MN,WND,Onshore Wind Turbine
Marshall Wind 5 LLC,56827,Midwest,MN,WND,Onshore Wind Turbine
Marshall Wind 6 LLC,56828,Midwest,MN,WND,Onshore Wind Turbine
Maston Garden Solar,63434,Midwest,MN,SUN,Solar Photovoltaic
McLeod Community Solar One LLC CSG,63119,Midwest,MN,SUN,Solar Photovoltaic
Medin 2 Community Solar LLC CSG,64504,Midwest,MN,SUN,Solar Photovoltaic
Medin CSG,64990,Midwest,MN,SUN,Solar Photovoltaic
Meeker Community Solar One LLC CSG,63118,Midwest,MN,SUN,Solar Photovoltaic
Melrose,1994,Midwest,MN,DFO,Petroleum Liquids
Melrose 2,58929,Midwest,MN,DFO,Petroleum Liquids
Michael Solar,60971,Midwest,MN,SUN,Solar Photovoltaic
MinnDakota Wind LLC,56459,Midwest,MN,WND,Onshore Wind Turbine
Minnesota Breeze LLC,56587,Midwest,MN,WND,Onshore Wind Turbine
Minnesota River,7844,Midwest,MN,NG,Natural Gas Fired Combustion Turbine
Minwind,56002,Midwest,MN,WND,Onshore Wind Turbine
MontSun Community Solar,61586,Midwest,MN,SUN,Solar Photovoltaic
"Montevideo Solar LLC, CSG",61870,Midwest,MN,SUN,Solar Photovoltaic
Montgomery Winsted CSG,61456,Midwest,MN,SUN,Solar Photovoltaic
Monticello Nuclear Facility,1922,Midwest,MN,NUC,Nuclear
Monticello Project CSG,62105,Midwest,MN,SUN,Solar Photovoltaic
Montrose Solar,60529,Midwest,MN,SUN,Solar Photovoltaic
Moorhead Wind Turbine,7855,Midwest,MN,WND,Onshore Wind Turbine
Moose Lake,1996,Midwest,MN,"DFO, NG",Multiple
Mora,1997,Midwest,MN,"DFO, NG",Multiple
Moraine II Wind LLC,56794,Midwest,MN,WND,Onshore Wind Turbine
Moraine Wind LLC,56174,Midwest,MN,WND,Onshore Wind Turbine
Morgan Community Solar,60942,Midwest,MN,SUN,Solar Photovoltaic
Moulton Wind Power,55981,Midwest,MN,WND,Onshore Wind Turbine
Mountain Lake,1998,Midwest,MN,"DFO, WND",Multiple
Mower County Wind Energy Center,56424,Midwest,MN,WND,Onshore Wind Turbine
Mud Garden Solar,63427,Midwest,MN,SUN,Solar Photovoltaic
Nautilus Lindstrom Solar (CSG),62030,Midwest,MN,SUN,Solar Photovoltaic
Nautilus Saint Cloud Solar (CSG),62031,Midwest,MN,SUN,Solar Photovoltaic
Nautilus Winsted Solar (CSG),62032,Midwest,MN,SUN,Solar Photovoltaic
Nesvold Watertown Solar,60958,Midwest,MN,SUN,Solar Photovoltaic
New Germany Community Solar Garden,61571,Midwest,MN,SUN,Solar Photovoltaic
New Munich Solar,63402,Midwest,MN,SUN,Solar Photovoltaic
New Prague,1999,Midwest,MN,NG,Natural Gas Internal Combustion Engine
New Ulm,2001,Midwest,MN,"DFO, NG",Multiple
Nicollet Community Solar One LLC,63120,Midwest,MN,SUN,Solar Photovoltaic
Nicollet Garden,63938,Midwest,MN,SUN,Solar Photovoltaic
Noble Ridge LLC,55782,Midwest,MN,WND,Onshore Wind Turbine
Nobles 2 Wind Project,62364,Midwest,MN,WND,Onshore Wind Turbine
Nobles Wind Project,57047,Midwest,MN,WND,Onshore Wind Turbine
North Branch (MN),2002,Midwest,MN,DFO,Petroleum Liquids
North Star Solar Project,59852,Midwest,MN,SUN,Solar Photovoltaic
Northern Lights Wind LLC,56411,Midwest,MN,WND,Onshore Wind Turbine
Northfield Community Solar,60717,Midwest,MN,SUN,Solar Photovoltaic
Northfield Holdco CSG,61451,Midwest,MN,SUN,Solar Photovoltaic
Northfield Solar CSG,62708,Midwest,MN,SUN,Solar Photovoltaic
Novel - OYA of Mapleton CSG,61060,Midwest,MN,SUN,Solar Photovoltaic
Novel Bartel Solar CSG,63004,Midwest,MN,SUN,Solar Photovoltaic
Novel Benedix Solar CSG,63010,Midwest,MN,SUN,Solar Photovoltaic
Novel Brooten Solar CSG,62961,Midwest,MN,SUN,Solar Photovoltaic
Novel Byron Solar CSG,62985,Midwest,MN,SUN,Solar Photovoltaic
Novel David Solar LLC CSG,64486,Midwest,MN,SUN,Solar Photovoltaic
Novel DeCook Solar CSG,62979,Midwest,MN,SUN,Solar Photovoltaic
Novel Debra Solar LLC CSG,63247,Midwest,MN,SUN,Solar Photovoltaic
Novel Denzer Solar LLC CSG,64488,Midwest,MN,SUN,Solar Photovoltaic
Novel Haley Solar CSG,63005,Midwest,MN,SUN,Solar Photovoltaic
Novel Handeland Solar LLC (CSG),64479,Midwest,MN,SUN,Solar Photovoltaic
Novel Herber Solar CSG,62966,Midwest,MN,SUN,Solar Photovoltaic
Novel Herickhoff Solar CSG,62967,Midwest,MN,SUN,Solar Photovoltaic
Novel Historical Society Solar CSG,62963,Midwest,MN,SUN,Solar Photovoltaic
Novel Huneke Solar LLC CSG,64487,Midwest,MN,SUN,Solar Photovoltaic
Novel Jewison Solar CSG,62984,Midwest,MN,SUN,Solar Photovoltaic
Novel Kanewischer Solar CSG,62986,Midwest,MN,SUN,Solar Photovoltaic
Novel MNDot Solar CSG,63007,Midwest,MN,SUN,Solar Photovoltaic
Novel Martens Solar LLC(CSG),63987,Midwest,MN,SUN,Solar Photovoltaic
Novel Martin Solar One LLC (McLeod) CSG,62779,Midwest,MN,SUN,Solar Photovoltaic
Novel Novak Solar LLC CSG,64153,Midwest,MN,SUN,Solar Photovoltaic
Novel OYA of Osakis CSG,61059,Midwest,MN,SUN,Solar Photovoltaic
Novel Pederson Solar CSG,62983,Midwest,MN,SUN,Solar Photovoltaic
Novel Peter Solar CSG,63009,Midwest,MN,SUN,Solar Photovoltaic
Novel Reber Solar CSG,62962,Midwest,MN,SUN,Solar Photovoltaic
Novel Schmoll Farms Solar CSG,62982,Midwest,MN,SUN,Solar Photovoltaic
Novel Shelly Solar LLC (CSG),64154,Midwest,MN,SUN,Solar Photovoltaic
Novel Stavem Solar LLC CSG,64482,Midwest,MN,SUN,Solar Photovoltaic
Novel Stein Solar LLC CSG,64563,Midwest,MN,SUN,Solar Photovoltaic
Novel Sunnyfield Farms Solar LLC CSG,64483,Midwest,MN,SUN,Solar Photovoltaic
Novel Wayne Solar LLC CSG,63249,Midwest,MN,SUN,Solar Photovoltaic
Novel Winegar Partnership Solar CSG,63008,Midwest,MN,SUN,Solar Photovoltaic
OREG 3 Inc,57281,Midwest,MN,WH,All Other
Oak Glen Wind Farm,57432,Midwest,MN,WND,Onshore Wind Turbine
Odell Wind Farm,58657,Midwest,MN,WND,Onshore Wind Turbine
Odin Wind Farm LLC,56755,Midwest,MN,WND,Onshore Wind Turbine
Olinda Trail Solar,63401,Midwest,MN,SUN,Solar Photovoltaic
Olmsted Waste Energy,50413,Midwest,MN,"DFO, MSW",Multiple
Orion Community Solar,60716,Midwest,MN,SUN,Solar Photovoltaic
Owatonna,2003,Midwest,MN,NG,Natural Gas Fired Combustion Turbine
Owatonna Energy Station,60254,Midwest,MN,NG,Natural Gas Internal Combustion Engine
POET Biorefining Lake Crystal,58197,Midwest,MN,"DFO, NG",Multiple
Palmer Community Solar LLC CSG,64503,Midwest,MN,SUN,Solar Photovoltaic
"Palmer's Creek Wind Farm, LLC",62291,Midwest,MN,WND,Onshore Wind Turbine
Paulson Community (CSG),63678,Midwest,MN,SUN,Solar Photovoltaic
"Paynesville CSG1, LLC",63596,Midwest,MN,SUN,Solar Photovoltaic
Paynesville Community Solar,60715,Midwest,MN,SUN,Solar Photovoltaic
Paynesville Solar,60530,Midwest,MN,SUN,Solar Photovoltaic
Pegasus Community Solar,61175,Midwest,MN,SUN,Solar Photovoltaic
Pillager,1898,Midwest,MN,WAT,Conventional Hydroelectric
Pine Island Solar,60531,Midwest,MN,SUN,Solar Photovoltaic
Pine Island Solar CSG,60835,Midwest,MN,SUN,Solar Photovoltaic
Pipestone City Solar LLC CSG,63726,Midwest,MN,SUN,Solar Photovoltaic
"Plato CSG1, LLC",63597,Midwest,MN,SUN,Solar Photovoltaic
Pleasant Valley (MN),7843,Midwest,MN,NG,Natural Gas Fired Combustion Turbine
Pleasant Valley Wind Farm,59201,Midwest,MN,WND,Onshore Wind Turbine
"PopeSun CSG, LLC",61542,Midwest,MN,SUN,Solar Photovoltaic
Porter Way Community Solar Garden,61500,Midwest,MN,SUN,Solar Photovoltaic
Prairie Island,1925,Midwest,MN,NUC,Nuclear
Prairie River,378,Midwest,MN,WAT,Conventional Hydroelectric
Prairie Rose Wind Farm,57644,Midwest,MN,WND,Onshore Wind Turbine
Prairie Star Wind Farm,56494,Midwest,MN,WND,Onshore Wind Turbine
Prawer Project CSG,63176,Midwest,MN,SUN,Solar Photovoltaic
Preston (MN),2004,Midwest,MN,"DFO, NG",Multiple
"Primrose Solar, LLC",63314,Midwest,MN,SUN,Solar Photovoltaic
Princeton (MN),2005,Midwest,MN,DFO,Petroleum Liquids
"REG Juhl Glenville Wind, LLC",64130,Midwest,MN,WND,Onshore Wind Turbine
"RJC CSG, LLC",63816,Midwest,MN,SUN,Solar Photovoltaic
RJC I CSG,61504,Midwest,MN,SUN,Solar Photovoltaic
RJC II Community Solar Garden,61670,Midwest,MN,SUN,Solar Photovoltaic
Randolph CSG PV1-5,62209,Midwest,MN,SUN,Solar Photovoltaic
Rapidan Hydro Facility,52054,Midwest,MN,WAT,Conventional Hydroelectric
Rapids Energy Center,10686,Midwest,MN,"NG, WAT",Multiple
Red Lake Falls Community Hybrid,63689,Midwest,MN,"SUN, WND",Multiple
Red Maple Solar,60962,Midwest,MN,SUN,Solar Photovoltaic
Red Pine Wind Project,61357,Midwest,MN,WND,Onshore Wind Turbine
Red Wing,1926,Midwest,MN,MSW,Municipal Solid Waste
Red Wing Community Solar,60796,Midwest,MN,SUN,Solar Photovoltaic
Redwood Falls,2009,Midwest,MN,"DFO, NG, WAT",Multiple
Redwood Falls Wind,56414,Midwest,MN,WND,Onshore Wind Turbine
Rengstorf Solar CSG,61383,Midwest,MN,SUN,Solar Photovoltaic
Rice Two Solar CSG,64480,Midwest,MN,SUN,Solar Photovoltaic
Richmond CSG,61427,Midwest,MN,SUN,Solar Photovoltaic
Ridgewind,57386,Midwest,MN,WND,Onshore Wind Turbine
Riverside (MN),1927,Midwest,MN,NG,Natural Gas Fired Combined Cycle
Roberds Garden CSG,63480,Midwest,MN,SUN,Solar Photovoltaic
Rochester Hydro,2007,Midwest,MN,WAT,Conventional Hydroelectric
Rock Aetna Power Partners,65713,Midwest,MN,WND,Onshore Wind Turbine
"Rock County Wind Fuel, LLC",63460,Midwest,MN,WND,Onshore Wind Turbine
Rock Lake CT,6741,Midwest,MN,DFO,Petroleum Liquids
Rollingstone Holdco CSG,62037,Midwest,MN,SUN,Solar Photovoltaic
Rosemount Community Solar,60714,Midwest,MN,SUN,Solar Photovoltaic
Rushford Village,64932,Midwest,MN,SUN,Solar Photovoltaic
Ruthton Ridge LLC,55571,Midwest,MN,WND,Onshore Wind Turbine
S&P Windfarm LLC,56208,Midwest,MN,WND,Onshore Wind Turbine
SAF Hydroelectric LLC,57665,Midwest,MN,WAT,Conventional Hydroelectric
SMMPA Methane Energy Facility,57903,Midwest,MN,LFG,Landfill Gas
STAG St. Paul Project CSG,63178,Midwest,MN,SUN,Solar Photovoltaic
"Sacred Heart CSG1, LLC",63598,Midwest,MN,SUN,Solar Photovoltaic
Sagitta Community Solar,61708,Midwest,MN,SUN,Solar Photovoltaic
Saint Marys Hospital Power Plant,54262,Midwest,MN,"DFO, NG",Multiple
Sappi Cloquet Mill,50639,Midwest,MN,"BLQ, WAT, WDS",Multiple
Sartell Dam,50252,Midwest,MN,WAT,Conventional Hydroelectric
Sartell Holdco CSG,62036,Midwest,MN,SUN,Solar Photovoltaic
Scandia CSG,61585,Midwest,MN,SUN,Solar Photovoltaic
Scandia Community Solar Garden,61669,Midwest,MN,SUN,Solar Photovoltaic
Scanlon,1899,Midwest,MN,WAT,Conventional Hydroelectric
School Sisters CSG,61516,Midwest,MN,SUN,Solar Photovoltaic
Schueler Community Solar,63658,Midwest,MN,SUN,Solar Photovoltaic
Schull CSG,64413,Midwest,MN,SUN,Solar Photovoltaic
Schultz CSG,62088,Midwest,MN,SUN,Solar Photovoltaic
Schwinghamer Project CSG,63177,Midwest,MN,SUN,Solar Photovoltaic
Severson Garden,63934,Midwest,MN,SUN,Solar Photovoltaic
Shakopee Energy Park,60647,Midwest,MN,NG,Natural Gas Internal Combustion Engine
Shakopee Met Council WTP,60919,Midwest,MN,SUN,Solar Photovoltaic
Shane's Wind Machine,56577,Midwest,MN,WND,Onshore Wind Turbine
Shaokatan Hills LLC,55354,Midwest,MN,WND,Onshore Wind Turbine
Sherburne Community Solar,61672,Midwest,MN,SUN,Solar Photovoltaic
Sherburne Community Solar One LLC CSG,63122,Midwest,MN,SUN,Solar Photovoltaic
Sherburne County,6090,Midwest,MN,SUB,Conventional Steam Coal
Sherburne North Project CSG,61762,Midwest,MN,SUN,Solar Photovoltaic
Siems Solar Project CSG,63657,Midwest,MN,SUN,Solar Photovoltaic
Silver Bay Power,10849,Midwest,MN,SUB,Conventional Steam Coal
Silver Lake Garden,63936,Midwest,MN,SUN,Solar Photovoltaic
Skalbeck Solar,66016,Midwest,MN,SUN,Solar Photovoltaic
Slayton Solar,58164,Midwest,MN,SUN,Solar Photovoltaic
Sleepy Eye,2011,Midwest,MN,DFO,Petroleum Liquids
Sobania Community Solar LLC,63791,Midwest,MN,SUN,Solar Photovoltaic
SolarClub 10 LLC,65448,Midwest,MN,SUN,Solar Photovoltaic
SolarClub 15 LLC,65449,Midwest,MN,SUN,Solar Photovoltaic
SolarClub 20 LLC,65451,Midwest,MN,SUN,Solar Photovoltaic
SolarClub 23 LLC,65452,Midwest,MN,SUN,Solar Photovoltaic
SolarClub 28 LLC,65453,Midwest,MN,SUN,Solar Photovoltaic
SolarClub 35 LLC,65455,Midwest,MN,SUN,Solar Photovoltaic
Soliloquoy Ridge LLC,55570,Midwest,MN,WND,Onshore Wind Turbine
Solway CT,7947,Midwest,MN,"DFO, NG",Multiple
South Fork Wind Farm,58691,Midwest,MN,WND,Onshore Wind Turbine
South Generation,7982,Midwest,MN,DFO,Petroleum Liquids
Southeast Steam Plant,57966,Midwest,MN,NG,Natural Gas Steam Turbine
Southern Minnesota Beet Sugar,54533,Midwest,MN,SUB,Conventional Steam Coal
Spartan Hills LLC,55569,Midwest,MN,WND,Onshore Wind Turbine
Spica Community Solar,60943,Midwest,MN,SUN,Solar Photovoltaic
Spring Valley,2013,Midwest,MN,DFO,Petroleum Liquids
Springfield (MN),2012,Midwest,MN,DFO,Petroleum Liquids
Spruce Ridge Gas Recovery,57017,Midwest,MN,LFG,Landfill Gas
St Bonifacius,6824,Midwest,MN,DFO,Petroleum Liquids
St James,1929,Midwest,MN,DFO,Petroleum Liquids
St Paul Cogeneration,56643,Midwest,MN,WDS,Wood/Wood Waste Biomass
St. Charles Power Plant,56100,Midwest,MN,DFO,Petroleum Liquids
St. Charles Solar,62869,Midwest,MN,SUN,Solar Photovoltaic
St. Cloud Hydro,64242,Midwest,MN,WAT,Conventional Hydroelectric
St. Cloud Solar CSG,61384,Midwest,MN,SUN,Solar Photovoltaic
St. Olaf StandBy Generators,58996,Midwest,MN,DFO,Petroleum Liquids
St. Olaf Wind Turbine,58995,Midwest,MN,WND,Onshore Wind Turbine
St. Paul Intl Airport Red & Blue Parking,59709,Midwest,MN,SUN,Solar Photovoltaic
Stahl Wind Energy,56409,Midwest,MN,WND,Onshore Wind Turbine
Star Garden,63395,Midwest,MN,SUN,Solar Photovoltaic
Stearns Community Solar One LLC CSG,63121,Midwest,MN,SUN,Solar Photovoltaic
Stearns Solar I,63400,Midwest,MN,SUN,Solar Photovoltaic
Stevens Community Medical Center,56245,Midwest,MN,DFO,Petroleum Liquids
Stevens Community Solar LLC,63794,Midwest,MN,SUN,Solar Photovoltaic
"Stewart CSG1, LLC",63599,Midwest,MN,SUN,Solar Photovoltaic
Stockton (MN),64930,Midwest,MN,SUN,Solar Photovoltaic
"Stoneray Power Partners, LLC",62269,Midwest,MN,WND,Onshore Wind Turbine
Straight Garden Solar,63424,Midwest,MN,SUN,Solar Photovoltaic
Strandness Garden,63367,Midwest,MN,SUN,Solar Photovoltaic
Studenski Community Solar LLC CSG,63793,Midwest,MN,SUN,Solar Photovoltaic
Sun River LLC,55562,Midwest,MN,WND,Onshore Wind Turbine
"SunE Feely 1 CSG, LLC",61478,Midwest,MN,SUN,Solar Photovoltaic
"SunE Stolee CSG, LLC",61485,Midwest,MN,SUN,Solar Photovoltaic
Sunrise Community Solar,60713,Midwest,MN,SUN,Solar Photovoltaic
Sunset Breeze LLC,56586,Midwest,MN,WND,Onshore Wind Turbine
Svihel Community Solar LLC CSG,63792,Midwest,MN,SUN,Solar Photovoltaic
Swan Garden,64697,Midwest,MN,SUN,Solar Photovoltaic
Syl Laskin,1891,Midwest,MN,NG,Natural Gas Steam Turbine
Sylvan,1900,Midwest,MN,WAT,Conventional Hydroelectric
Syncarpha Clara City CSG I (Stamer),61980,Midwest,MN,SUN,Solar Photovoltaic
Syncarpha Dodge 1 CSG,62053,Midwest,MN,SUN,Solar Photovoltaic
Syncarpha Prinsburg CSG (Ledeboer),61979,Midwest,MN,SUN,Solar Photovoltaic
T Luhman CSG,64056,Midwest,MN,SUN,Solar Photovoltaic
TG Windfarm LLC,56199,Midwest,MN,WND,Onshore Wind Turbine
Taconite Harbor Energy Center,10075,Midwest,MN,SUB,Conventional Steam Coal
Taconite Ridge 1 Wind Energy Center,56630,Midwest,MN,WND,Onshore Wind Turbine
Tatanka Wi,61680,Midwest,MN,SUN,Solar Photovoltaic
Taurus Community Solar,61174,Midwest,MN,SUN,Solar Photovoltaic
Taylors Falls CSG,61428,Midwest,MN,SUN,Solar Photovoltaic
Thief River Falls,2014,Midwest,MN,"DFO, WAT",Multiple
Thomson,1901,Midwest,MN,WAT,Conventional Hydroelectric
Thomson Reuters Campus Bldg A-D,55133,Midwest,MN,DFO,Petroleum Liquids
Thomson Reuters Data Center Bldg ES101,57207,Midwest,MN,DFO,Petroleum Liquids
Thomson Reuters Data Center Bldg H,57208,Midwest,MN,DFO,Petroleum Liquids
Tiller CSG,62098,Midwest,MN,SUN,Solar Photovoltaic
Timmerman (CSG),65974,Midwest,MN,SUN,Solar Photovoltaic
Tofteland Windfarm LLC,56202,Midwest,MN,WND,Onshore Wind Turbine
Trimont Area Wind Farm,56296,Midwest,MN,WND,Onshore Wind Turbine
Truman,2015,Midwest,MN,DFO,Petroleum Liquids
Tsar Nicholas LLC,55561,Midwest,MN,WND,Onshore Wind Turbine
Tweite Community Solar LLC,64099,Midwest,MN,SUN,Solar Photovoltaic
Twin Cities Hydro LLC,57069,Midwest,MN,WAT,Conventional Hydroelectric
Twin Lake Hills LLC,55568,Midwest,MN,WND,Onshore Wind Turbine
UMM Wind Turbine,57732,Midwest,MN,WND,Onshore Wind Turbine
USS All In Solar LLC CSG,63160,Midwest,MN,SUN,Solar Photovoltaic
USS B&B Solar LLC CSG,63216,Midwest,MN,SUN,Solar Photovoltaic
USS Big Lake 1 Solar CSG,61997,Midwest,MN,SUN,Solar Photovoltaic
USS Bluff Country Solar CSG,63741,Midwest,MN,SUN,Solar Photovoltaic
USS Brockway Solar CSG,62049,Midwest,MN,SUN,Solar Photovoltaic
USS Buckaroo Solar LLC CSG,63153,Midwest,MN,SUN,Solar Photovoltaic
USS Bush Solar LLC CSG,63166,Midwest,MN,SUN,Solar Photovoltaic
USS Centerfield Solar CSG,62335,Midwest,MN,SUN,Solar Photovoltaic
USS Chariot Solar LLC,63171,Midwest,MN,SUN,Solar Photovoltaic
USS Cheyenne Solar LLC CSG,63145,Midwest,MN,SUN,Solar Photovoltaic
USS Christoffer Solar LLC CSG,63152,Midwest,MN,SUN,Solar Photovoltaic
USS Cougar Solar LLC CSG,63158,Midwest,MN,SUN,Solar Photovoltaic
USS DVL Solar CSG,62360,Midwest,MN,SUN,Solar Photovoltaic
USS Danube Solar LLC,64871,Midwest,MN,SUN,Solar Photovoltaic
USS Dot Com Solar LLC CSG,63215,Midwest,MN,SUN,Solar Photovoltaic
USS Dubhe Solar CSG,62048,Midwest,MN,SUN,Solar Photovoltaic
USS Eggo Solar CSG,62359,Midwest,MN,SUN,Solar Photovoltaic
USS Flower Solar LLC CSG,63159,Midwest,MN,SUN,Solar Photovoltaic
USS Foley Solar LLC,64987,Midwest,MN,SUN,Solar Photovoltaic
USS Good Solar CSG,61998,Midwest,MN,SUN,Solar Photovoltaic
USS Greenhouse Solar LLC CSG,63143,Midwest,MN,SUN,Solar Photovoltaic
USS Hancock Solar LLC CSG,63167,Midwest,MN,SUN,Solar Photovoltaic
USS Haven Solar LLC CSG,63138,Midwest,MN,SUN,Solar Photovoltaic
USS Horne North Solar LLC CSG,63154,Midwest,MN,SUN,Solar Photovoltaic
USS Horne South Solar LLC CSG,63155,Midwest,MN,SUN,Solar Photovoltaic
